genres,id,keywords,overview,popularity,release_date,runtime,status,title,vote_average,vote_count,actors,director,metadata_soup,weight_rating
"[16, 35, 10751]",93456,"[4289, 7397, 13072, 15300, 179431]",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,136.886704,2013-06-25,98.0,Released,Despicable Me 2,7.0,4637,"['4495', '41091', '4589', '17743', '59919']",Pierre Coffin,key4289 key7397 key13072 key15300 key179431 gen16 gen35 gen10751 act4495 act41091 act4589 act17743 act59919  pierrecoffin,6.74
"[28, 12, 878]",602,"[1612, 1627, 1825, 4097, 4278]","On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",60.442593,1996-06-25,145.0,Released,Independence Day,6.7,3260,"['2888', '8984', '4785', '1581', '6167']",Roland Emmerich,key1612 key1627 key1825 key4097 key4278 gen28 gen12 gen878 act2888 act8984 act4785 act1581 act6167  rolandemmerich,6.48
"[12, 28, 878]",330,"[911, 1718, 1719, 1720, 1766]","Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.502487,1997-05-23,129.0,Released,The Lost World: Jurassic Park,6.2,2487,"['4785', '1231', '4935', '4786', '4937']",Steven Spielberg,key911 key1718 key1719 key1720 key1766 gen12 gen28 gen878 act4785 act1231 act4935 act4786 act4937  stevenspielberg,6.15
"[10751, 16]",953,"[2043, 2509, 2510, 3028, 7639]","Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",48.110909,2005-05-25,86.0,Released,Madagascar,6.6,3237,"['7399', '2632', '14409', '9575', '6730']",Eric Darnell,key2043 key2509 key2510 key3028 key7639 gen10751 gen16 act7399 act2632 act14409 act9575 act6730  ericdarnell,6.42
"[18, 28, 53, 878]",9693,"[318, 458, 526, 2618, 2964]","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",35.387874,2006-09-22,109.0,Released,Children of Men,7.4,2071,"['2296', '3895', '1231', '56365', '5294']",Alfonso Cuarón,key318 key458 key526 key2618 key2964 gen18 gen28 gen53 gen878 act2296 act3895 act1231 act56365 act5294  alfonsocuarón,6.78
"[12, 28, 878]",36657,"[1852, 8828, 9715, 9717, 10761]","Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.66891,2000-07-13,104.0,Released,X-Men,6.8,4097,"['2387', '6968', '1327', '4587', '10696']",Bryan Singer,key1852 key8828 key9715 key9717 key10761 gen12 gen28 gen878 act2387 act6968 act1327 act4587 act10696  bryansinger,6.58
"[28, 53, 80]",8909,"[782, 1872, 2908, 3045, 9748]","Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",73.82289,2008-06-19,110.0,Released,Wanted,6.4,2528,"['11701', '5530', '192', '3491', '28641']",Timur Bekmambetov,key782 key1872 key2908 key3045 key9748 gen28 gen53 gen80 act11701 act5530 act192 act3491 act28641  timurbekmambetov,6.27
"[16, 10751, 35, 12]",950,"[2078, 2079, 2219, 2223, 2224]","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.115058,2006-03-23,91.0,Released,Ice Age: The Meltdown,6.5,2951,"['15757', '5723', '5724', '15758', '57599']",Carlos Saldanha,key2078 key2079 key2219 key2223 key2224 gen16 gen10751 gen35 gen12 act15757 act5723 act5724 act15758 act57599  carlossaldanha,6.34
"[35, 10749]",1824,"[563, 1453, 1668, 2336, 9799]","Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",61.437586,2004-02-13,99.0,Released,50 First Dates,6.6,2105,"['19292', '69597', '60949', '1328', '19293']",Peter Segal,key563 key1453 key1668 key2336 key9799 gen35 gen10749 act19292 act69597 act60949 act1328 act19293  petersegal,6.36
"[53, 80]",75656,"[90, 974, 1328, 1812, 1953]",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,71.124686,2013-05-29,115.0,Released,Now You See Me,7.3,5487,"['44735', '103', '57755', '19119', '52848']",Louis Leterrier,key90 key974 key1328 key1812 key1953 gen53 gen80 act44735 act103 act57755 act19119 act52848  louisleterrier,7.0
"[35, 18]",594,"[242, 822, 1459, 1638, 1846]","Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",57.753914,2004-06-17,128.0,Released,The Terminal,7.0,1910,"['31', '1922', '2283', '8687', '8688']",Steven Spielberg,key242 key822 key1459 key1638 key1846 gen35 gen18 act31 act1922 act2283 act8687 act8688  stevenspielberg,6.55
"[35, 28, 12]",203801,"[470, 2106, 9714, 10988, 167316]","At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",48.744209,2015-08-13,116.0,Released,The Man from U.N.C.L.E.,7.1,2265,"['73968', '53807', '227454', '1133349', '90325']",Guy Ritchie,key470 key2106 key9714 key10988 key167316 gen35 gen28 gen12 act73968 act53807 act227454 act1133349 act90325  guyritchie,6.65
"[878, 53, 18]",9741,"[494, 4619, 5451, 5809, 8872]","An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",42.006908,2000-11-13,106.0,Released,Unbreakable,6.9,1946,"['62', '2231', '32', '4012', '43464']",M. Night Shyamalan,key494 key4619 key5451 key5809 key8872 gen878 gen53 gen18 act62 act2231 act32 act4012 act43464  m.nightshyamalan,6.51
"[10751, 16, 12, 35]",211672,"[3487, 179430, 179431, 189481, 190999]","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",875.581305,2015-06-17,91.0,Released,Minions,6.4,4571,"['18277', '65717', '2232', '19', '4581']",Kyle Balda,key3487 key179430 key179431 key189481 key190999 gen10751 gen16 gen12 gen35 act18277 act65717 act2232 act19 act4581  kylebalda,6.31
"[28, 18, 36, 10752]",197,"[30, 388, 930, 3754, 4097]","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",60.722162,1995-05-24,177.0,Released,Braveheart,7.7,3336,"['2461', '2462', '1957', '2463', '2464']",Mel Gibson,key30 key388 key930 key3754 key4097 gen28 gen18 gen36 gen10752 act2461 act2462 act1957 act2463 act2464  melgibson,7.13
"[16, 35, 10751]",35,"[494, 1889, 2181, 2184, 2205]","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",46.875375,2007-07-25,87.0,Released,The Simpsons Movie,6.9,2264,"['198', '199', '200', '5586', '5587']",David Silverman,key494 key1889 key2181 key2184 key2205 gen16 gen35 gen10751 act198 act199 act200 act5586 act5587  davidsilverman,6.54
"[12, 16, 35, 10751, 14]",809,"[378, 2343, 2434, 2676, 3453]","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",47.320801,2004-05-19,93.0,Released,Shrek 2,6.7,2988,"['12073', '776', '6941', '5823', '3131']",Andrew Adamson,key378 key2343 key2434 key2676 key3453 gen12 gen16 gen35 gen10751 gen14 act12073 act776 act6941 act5823 act3131  andrewadamson,6.47
"[16, 12, 35, 10751]",920,"[830, 1926, 3787, 3796, 4944]","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,2006-06-08,117.0,Released,Cars,6.6,3877,"['887', '3636', '5149', '15897', '4252']",John Lasseter,key830 key1926 key3787 key3796 key4944 gen16 gen12 gen35 gen10751 act887 act3636 act5149 act15897 act4252  johnlasseter,6.44
"[18, 28, 53, 10752]",16869,"[90, 1008, 1388, 1430, 1560]","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,2009-08-18,153.0,Released,Inglourious Basterds,7.9,6430,"['287', '19119', '27319', '16847', '17288']",Quentin Tarantino,key90 key1008 key1388 key1430 key1560 gen18 gen28 gen53 gen10752 act287 act19119 act27319 act16847 act17288  quentintarantino,7.5
"[28, 53]",1573,"[502, 720, 736, 818, 822]","John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",57.69847,1990-07-02,124.0,Released,Die Hard 2,6.6,1896,"['62', '7673', '7676', '7672', '22383']",Renny Harlin,key502 key720 key736 key818 key822 gen28 gen53 act62 act7673 act7676 act7672 act22383  rennyharlin,6.35
"[28, 53]",117263,"[833, 41249, 158774]","When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",59.428223,2013-03-20,120.0,Released,Olympus Has Fallen,6.2,2981,"['17276', '6383', '9780', '192', '8329']",Antoine Fuqua,key833 key41249 key158774 gen28 gen53 act17276 act6383 act9780 act192 act8329  antoinefuqua,6.16
"[12, 14, 18]",587,"[291, 494, 616, 1357, 1495]","Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",46.199482,2003-12-25,125.0,Released,Big Fish,7.6,1994,"['3061', '3926', '8289', '4431', '1283']",Tim Burton,key291 key494 key616 key1357 key1495 gen12 gen14 gen18 act3061 act3926 act8289 act4431 act1283  timburton,6.88
"[27, 28, 18, 14, 10752]",49017,"[3133, 3633, 4197, 14643, 213097]","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",64.457947,2014-10-01,92.0,Released,Dracula Untold,6.2,2389,"['114019', '190895', '55470', '1050248', '4391']",Gary Shore,key3133 key3633 key4197 key14643 key213097 gen27 gen28 gen18 gen14 gen10752 act114019 act190895 act55470 act1050248 act4391  garyshore,6.15
"[14, 28, 27]",52520,"[3133, 5600, 9410, 9668, 12564]","After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",58.401204,2012-01-19,88.0,Released,Underworld: Awakening,6.1,1862,"['3967', '9029', '8177', '587020', '221116']",Måns Mårlind,key3133 key5600 key9410 key9668 key12564 gen14 gen28 gen27 act3967 act9029 act8177 act587020 act221116  månsmårlind,6.1
"[12, 14, 18, 10749]",24021,"[3133, 3687, 4197, 4978, 12564]","Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",107.069763,2010-06-23,124.0,Released,The Twilight Saga: Eclipse,5.8,2301,"['37917', '11288', '84214', '45827', '56857']",David Slade,key3133 key3687 key4197 key4978 key12564 gen12 gen14 gen18 gen10749 act37917 act11288 act84214 act45827 act56857  davidslade,5.93
"[16, 10751]",20352,"[4130, 6783, 7393, 9823, 10261]","Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",113.858273,2010-07-08,95.0,Released,Despicable Me,7.1,6478,"['4495', '41088', '59919', '5823', '21200']",Pierre Coffin,key4130 key6783 key7393 key9823 key10261 gen16 gen10751 act4495 act41088 act59919 act5823 act21200  pierrecoffin,6.88
[35],214756,"[5098, 9663, 15214, 18074, 158162]","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",68.734513,2015-06-25,115.0,Released,Ted 2,6.2,2463,"['13240', '52139', '71070', '207150', '1771']",Seth Macfarlane,key5098 key9663 key15214 key18074 key158162 gen35 act13240 act52139 act71070 act207150 act1771  sethmacfarlane,6.15
"[18, 36, 10752]",857,"[1327, 1430, 1543, 1956, 2770]","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",76.041867,1998-07-24,169.0,Released,Saving Private Ryan,7.9,5048,"['31', '1892', '12835', '3197', '12834']",Steven Spielberg,key1327 key1430 key1543 key1956 key2770 gen18 gen36 gen10752 act31 act1892 act12835 act3197 act12834  stevenspielberg,7.42
"[16, 35, 10751, 12]",425,"[311, 970, 990, 1445, 1452]","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",99.561972,2002-03-10,81.0,Released,Ice Age,7.1,3857,"['15757', '5723', '5724', '5725', '70851']",Chris Wedge,key311 key970 key990 key1445 key1452 gen16 gen35 gen10751 gen12 act15757 act5723 act5724 act5725 act70851  chriswedge,6.77
"[28, 878]",603,"[83, 310, 312, 490, 530]","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",104.309993,1999-03-30,136.0,Released,The Matrix,7.9,8907,"['6384', '2975', '530', '1331', '9364']",Lilly Wachowski,key83 key310 key312 key490 key530 gen28 gen878 act6384 act2975 act530 act1331 act9364  lillywachowski,7.59
"[18, 10402, 10749]",82695,"[254, 642, 1411, 1919, 3412]","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",48.356214,2012-12-18,157.0,Released,Les Misérables,7.1,1884,"['6968', '934', '1813', '71070', '6730']",Tom Hooper,key254 key642 key1411 key1919 key3412 gen18 gen10402 gen10749 act6968 act934 act1813 act71070 act6730  tomhooper,6.6
"[10749, 35, 80, 18]",256591,"[3182, 3202, 9016, 9758, 9823]","Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",59.634029,2015-02-25,105.0,Released,Focus,6.7,2542,"['2888', '234352', '17289', '39545', '29512']",Glenn Ficarra,key3182 key3202 key9016 key9758 key9823 gen10749 gen35 gen80 gen18 act2888 act234352 act17289 act39545 act29512  glennficarra,6.44
[18],550,"[825, 851, 1541, 3927, 4142]","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",146.757391,1999-10-15,139.0,Released,Fight Club,8.3,9413,"['819', '287', '7470', '7499', '1283']",David Fincher,key825 key851 key1541 key3927 key4142 gen18 act819 act287 act7470 act7499 act1283  davidfincher,7.94
"[12, 878]",329,"[911, 1718, 1719, 1720, 1764]","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",40.413191,1993-06-11,127.0,Released,Jurassic Park,7.6,4856,"['4783', '4784', '4785', '4786', '4789']",Steven Spielberg,key911 key1718 key1719 key1720 key1764 gen12 gen878 act4783 act4784 act4785 act4786 act4789  stevenspielberg,7.18
"[80, 18, 9648, 37]",273248,"[801, 1016, 1262, 2398, 7150]",Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,68.717016,2015-12-25,167.0,Released,The Hateful Eight,7.6,4274,"['2231', '6856', '10431', '27740', '76961']",Quentin Tarantino,key801 key1016 key1262 key2398 key7150 gen80 gen18 gen9648 gen37 act2231 act6856 act10431 act27740 act76961  quentintarantino,7.15
"[28, 12, 10752]",1271,"[3597, 5538, 5539, 6092, 8637]","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",65.197968,2006-12-09,117.0,Released,300,7.0,4997,"['17276', '17286', '17287', '1371', '9831']",Zack Snyder,key3597 key5538 key5539 key6092 key8637 gen28 gen12 gen10752 act17276 act17286 act17287 act1371 act9831  zacksnyder,6.76
"[14, 18, 80]",497,"[531, 577, 791, 818, 2499]","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",103.698022,1999-12-10,189.0,Released,The Green Mile,8.2,4048,"['31', '61981', '52', '5149', '2505']",Frank Darabont,key531 key577 key791 key818 key2499 gen14 gen18 gen80 act31 act61981 act52 act5149 act2505  frankdarabont,7.54
"[9648, 53, 18]",210577,"[818, 5809, 10941, 11513, 156091]","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",143.041543,2014-10-01,145.0,Released,Gone Girl,7.9,5862,"['880', '10882', '1308445', '41686', '80602']",David Fincher,key818 key5809 key10941 key11513 key156091 gen9648 gen53 gen18 act880 act10882 act1308445 act41686 act80602  davidfincher,7.47
"[28, 18, 9648, 53]",2501,"[90, 107, 782, 818, 1308]","Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",86.476817,2002-06-14,119.0,Released,The Bourne Identity,7.3,3583,"['1892', '679', '2955', '2296', '1248']",Doug Liman,key90 key107 key782 key818 key1308 gen28 gen18 gen9648 gen53 act1892 act679 act2955 act2296 act1248  dougliman,6.89
"[35, 18]",37165,"[2147, 3979, 4565, 10328, 207063]","Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",56.488027,1998-06-04,103.0,Released,The Truman Show,7.8,4537,"['206', '350', '11315', '11317', '228']",Peter Weir,key2147 key3979 key4565 key10328 key207063 gen35 gen18 act206 act350 act11315 act11317 act228  peterweir,7.31
"[28, 80]",9654,"[110, 387, 477, 720, 1201]","Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",62.766854,2003-05-30,110.0,Released,The Italian Job,6.6,1919,"['13240', '6885', '819', '13922', '976']",F. Gary Gray,key110 key387 key477 key720 key1201 gen28 gen80 act13240 act6885 act819 act13922 act976  f.garygray,6.35
[28],294254,"[818, 836, 2158, 4458, 4565]","Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",113.161483,2015-09-09,132.0,Released,Maze Runner: The Scorch Trials,6.4,3040,"['527393', '115150', '25663', '4808', '49735']",Wes Ball,key818 key836 key2158 key4458 key4565 gen28 act527393 act115150 act25663 act4808 act49735  wesball,6.28
"[28, 12, 35, 80, 53]",39514,"[591, 4948, 11325, 12355, 18115]","When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",41.430245,2010-10-13,111.0,Released,RED,6.6,2808,"['62', '6949', '15735', '18248', '1372']",Robert Schwentke,key591 key4948 key11325 key12355 key18115 gen28 gen12 gen35 gen80 gen53 act62 act6949 act15735 act18248 act1372  robertschwentke,6.4
"[80, 18, 53]",75780,"[818, 1589, 5340, 6149, 180124]","In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",56.868399,2012-12-20,130.0,Released,Jack Reacher,6.3,2998,"['500', '10882', '28633', '35013', '6818']",Christopher Mcquarrie,key818 key1589 key5340 key6149 key180124 gen80 gen18 gen53 act500 act10882 act28633 act35013 act6818  christophermcquarrie,6.22
"[14, 28, 878]",1487,"[4252, 5572, 9665, 9715, 11627]","In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",47.479755,2004-04-02,122.0,Released,Hellboy,6.5,2225,"['2372', '11826', '17283', '5049', '4175']",Guillermo Del Toro,key4252 key5572 key9665 key9715 key11627 gen14 gen28 gen878 act2372 act11826 act17283 act5049 act4175  guillermodeltoro,6.32
"[12, 16, 35, 10751, 14]",137106,"[494, 5376, 6054, 9977, 10324]","An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",59.547928,2014-02-06,100.0,Released,The Lego Movie,7.5,3070,"['73457', '23659', '9281', '21200', '17039']",Phil Lord,key494 key5376 key6054 key9977 key10324 gen12 gen16 gen35 gen10751 gen14 act73457 act23659 act9281 act21200 act17039  phillord,6.97
"[28, 12, 35]",293660,"[2095, 3070, 8828, 9715, 9717]","Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",514.569956,2016-02-09,108.0,Released,Deadpool,7.4,10995,"['10859', '54882', '1047649', '51990', '78452']",Tim Miller,key2095 key3070 key8828 key9715 key9717 gen28 gen12 gen35 act10859 act54882 act1047649 act51990 act78452  timmiller,7.21
"[10752, 28]",190859,"[1589, 5565, 5939, 11219, 33564]","U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",87.53437,2014-12-11,133.0,Released,American Sniper,7.4,4469,"['51329', '23459', '59219', '1530518', '163139']",Clint Eastwood,key1589 key5565 key5939 key11219 key33564 gen10752 gen28 act51329 act23459 act59219 act1530518 act163139  clinteastwood,7.02
"[35, 18, 10749]",13,"[422, 458, 791, 795, 818]","A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",138.133331,1994-07-06,142.0,Released,Forrest Gump,8.2,7927,"['31', '32', '33', '34', '35']",Robert Zemeckis,key422 key458 key791 key795 key818 gen35 gen18 gen10749 act31 act32 act33 act34 act35  robertzemeckis,7.8
"[28, 18, 53]",109424,"[3799, 4245, 4265, 5420, 11221]","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",52.786917,2013-10-10,134.0,Released,Captain Phillips,7.6,2454,"['31', '2229', '94864', '15824', '75604']",Paul Greengrass,key3799 key4245 key4265 key5420 key11221 gen28 gen18 gen53 act31 act2229 act94864 act15824 act75604  paulgreengrass,6.95
"[53, 28, 80]",156022,"[417, 782, 1562, 1812, 2708]","In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",79.922059,2014-09-24,132.0,Released,The Equalizer,7.1,2954,"['5292', '20982', '56734', '35029', '58754']",Antoine Fuqua,key417 key782 key1562 key1812 key2708 gen53 gen28 gen80 act5292 act20982 act56734 act35029 act58754  antoinefuqua,6.71
[18],1402,"[582, 641, 960, 992, 2346]","The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",80.581367,2006-12-14,117.0,Released,The Pursuit of Happyness,7.7,2525,"['2888', '120724', '9030', '1990', '14852']",Gabriele Muccino,key582 key641 key960 key992 key2346 gen18 act2888 act120724 act9030 act1990 act14852  gabrielemuccino,7.02
