genres,id,keywords,overview,popularity,release_date,runtime,status,title,vote_average,vote_count,actors,director,metadata_soup,weight_rating
[35],214756,"[5098, 9663, 15214, 18074, 158162, 179430, 187065, 193682]","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",68.734513,2015-06-25,115.0,Released,Ted 2,6.2,2463,"['13240', '52139', '71070', '207150', '1771', '192', '33321', '9657', '2391', '17200']",Seth Macfarlane,key5098 key9663 key15214 key18074 key158162 key179430 key187065 key193682 gen35 act13240 act52139 act71070 act207150 act1771 act192 act33321 act9657 act2391 act17200  sethmacfarlane,6.15
"[18, 36, 10752]",857,"[1327, 1430, 1543, 1956, 2770, 3800, 3930, 4299, 4300, 4302, 4303, 4304, 6092, 7956, 11108, 11111, 11371, 162365, 207883]","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",76.041867,1998-07-24,169.0,Released,Saving Private Ryan,7.9,5048,"['31', '1892', '12835', '3197', '12834', '4654', '1117', '94864', '12838', '3907']",Steven Spielberg,key1327 key1430 key1543 key1956 key2770 key3800 key3930 key4299 key4300 key4302 key4303 key4304 key6092 key7956 key11108 key11111 key11371 key162365 key207883 gen18 gen36 gen10752 act31 act1892 act12835 act3197 act12834 act4654 act1117 act94864 act12838 act3907  stevenspielberg,7.42
"[16, 35, 10751, 12]",425,"[311, 970, 990, 1445, 1452, 2078, 2079, 3737, 4428, 10506, 158017, 159955, 166958, 178645, 183414, 192918]","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",99.561972,2002-03-10,81.0,Released,Ice Age,7.1,3857,"['15757', '5723', '5724', '5725', '70851', '5726', '17401', '5727', '21088', '60019']",Chris Wedge,key311 key970 key990 key1445 key1452 key2078 key2079 key3737 key4428 key10506 key158017 key159955 key166958 key178645 key183414 key192918 gen16 gen35 gen10751 gen12 act15757 act5723 act5724 act5725 act70851 act5726 act17401 act5727 act21088 act60019  chriswedge,6.77
"[28, 878]",603,"[83, 310, 312, 490, 530, 779, 1430, 1721, 3074, 4563, 4565, 6256, 12190, 187056, 194063, 221385]","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",104.309993,1999-03-30,136.0,Released,The Matrix,7.9,8907,"['6384', '2975', '530', '1331', '9364', '532', '9372', '9380', '39545', '7244']",Lilly Wachowski,key83 key310 key312 key490 key530 key779 key1430 key1721 key3074 key4563 key4565 key6256 key12190 key187056 key194063 key221385 gen28 gen878 act6384 act2975 act530 act1331 act9364 act532 act9372 act9380 act39545 act7244  lillywachowski,7.59
"[18, 10402, 10749]",82695,"[254, 642, 1411, 1919, 3412, 4344, 5638, 6092, 11196, 13027, 13072, 13092, 15232, 15234, 186951]","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",48.356214,2012-12-18,157.0,Released,Les Misérables,7.1,1884,"['6968', '934', '1813', '71070', '6730', '1283', '37632', '143425', '145116', '1133684']",Tom Hooper,key254 key642 key1411 key1919 key3412 key4344 key5638 key6092 key11196 key13027 key13072 key13092 key15232 key15234 key186951 gen18 gen10402 gen10749 act6968 act934 act1813 act71070 act6730 act1283 act37632 act143425 act145116 act1133684  tomhooper,6.6
"[10749, 35, 80, 18]",256591,"[3182, 3202, 9016, 9758, 9823, 10453]","Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",59.634029,2015-02-25,105.0,Released,Focus,6.7,2542,"['2888', '234352', '17289', '39545', '29512', '94432', '14592', '1218149', '1440537', '76021']",Glenn Ficarra,key3182 key3202 key9016 key9758 key9823 key10453 gen10749 gen35 gen80 gen18 act2888 act234352 act17289 act39545 act29512 act94432 act14592 act1218149 act1440537 act76021  glennficarra,6.44
[18],550,"[825, 851, 1541, 3927, 4142, 4565, 14819]","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",146.757391,1999-10-15,139.0,Released,Fight Club,8.3,9413,"['819', '287', '7470', '7499', '1283', '7471', '7497', '7498', '7472', '7219']",David Fincher,key825 key851 key1541 key3927 key4142 key4565 key14819 gen18 act819 act287 act7470 act7499 act1283 act7471 act7497 act7498 act7472 act7219  davidfincher,7.94
"[12, 878]",329,"[911, 1718, 1719, 1720, 1764, 1765, 1767, 2041, 12616, 155582, 158340, 178010]","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",40.413191,1993-06-11,127.0,Released,Jurassic Park,7.6,4856,"['4783', '4784', '4785', '4786', '4789', '4790', '14592', '4787', '4788', '2231']",Steven Spielberg,key911 key1718 key1719 key1720 key1764 key1765 key1767 key2041 key12616 key155582 key158340 key178010 gen12 gen878 act4783 act4784 act4785 act4786 act4789 act4790 act14592 act4787 act4788 act2231  stevenspielberg,7.18
"[80, 18, 9648, 37]",273248,"[801, 1016, 1262, 2398, 7150, 33600, 156783, 187321]",Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,68.717016,2015-12-25,167.0,Released,The Hateful Eight,7.6,4274,"['2231', '6856', '10431', '27740', '76961', '3129', '147', '6905', '87312', '1133063']",Quentin Tarantino,key801 key1016 key1262 key2398 key7150 key33600 key156783 key187321 gen80 gen18 gen9648 gen37 act2231 act6856 act10431 act27740 act76961 act3129 act147 act6905 act87312 act1133063  quentintarantino,7.15
"[28, 12, 10752]",1271,"[3597, 5538, 5539, 6092, 8637, 14704, 171603, 190999]","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",65.197968,2006-12-09,117.0,Released,300,7.0,4997,"['17276', '17286', '17287', '1371', '9831', '17288', '17292', '17290', '17291', '17289']",Zack Snyder,key3597 key5538 key5539 key6092 key8637 key14704 key171603 key190999 gen28 gen12 gen10752 act17276 act17286 act17287 act1371 act9831 act17288 act17292 act17290 act17291 act17289  zacksnyder,6.76
"[14, 18, 80]",497,"[531, 577, 791, 818, 2499, 2501, 2881, 5571, 9774, 11263, 156597, 167696, 180162, 214548]","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",103.698022,1999-12-10,189.0,Released,The Green Mile,8.2,4048,"['31', '61981', '52', '5149', '2505', '1276', '2169', '6807', '6804', '6806']",Frank Darabont,key531 key577 key791 key818 key2499 key2501 key2881 key5571 key9774 key11263 key156597 key167696 key180162 key214548 gen14 gen18 gen80 act31 act61981 act52 act5149 act2505 act1276 act2169 act6807 act6804 act6806  frankdarabont,7.54
"[9648, 53, 18]",210577,"[818, 5809, 10941, 11513, 156091, 169962, 191199, 199073, 207431, 222665]","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",143.041543,2014-10-01,145.0,Released,Gone Girl,7.9,5862,"['880', '10882', '1308445', '41686', '80602', '21165', '11663', '1294', '1186505', '83872']",David Fincher,key818 key5809 key10941 key11513 key156091 key169962 key191199 key199073 key207431 key222665 gen9648 gen53 gen18 act880 act10882 act1308445 act41686 act80602 act21165 act11663 act1294 act1186505 act83872  davidfincher,7.47
"[28, 18, 9648, 53]",2501,"[90, 107, 782, 818, 1308, 1453, 1589, 3022, 3045, 4663, 10685, 10950, 14967, 15156, 15483, 33507, 159433, 164713, 174617, 185702, 187023, 187844, 188955]","Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",86.476817,2002-06-14,119.0,Released,The Bourne Identity,7.3,3583,"['1892', '679', '2955', '2296', '1248', '31164', '32458', '27740', '52419', '12041']",Doug Liman,key90 key107 key782 key818 key1308 key1453 key1589 key3022 key3045 key4663 key10685 key10950 key14967 key15156 key15483 key33507 key159433 key164713 key174617 key185702 key187023 key187844 key188955 gen28 gen18 gen9648 gen53 act1892 act679 act2955 act2296 act1248 act31164 act32458 act27740 act52419 act12041  dougliman,6.89
"[35, 18]",37165,"[2147, 3979, 4565, 10328, 207063, 207064]","Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",56.488027,1998-06-04,103.0,Released,The Truman Show,7.8,4537,"['206', '350', '11315', '11317', '228', '11318', '6579', '116898', '11321', '116899']",Peter Weir,key2147 key3979 key4565 key10328 key207063 key207064 gen35 gen18 act206 act350 act11315 act11317 act228 act11318 act6579 act116898 act11321 act116899  peterweir,7.31
"[28, 80]",9654,"[110, 387, 477, 720, 1201, 1262, 1321, 1552, 2157, 3713, 8430, 9714, 9728, 9748, 9826, 10051, 10476, 10604, 12391, 12670, 14601, 15234, 15300, 15483, 158584, 159510, 159511, 177958]","Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",62.766854,2003-05-30,110.0,Released,The Italian Job,6.6,1919,"['13240', '6885', '819', '13922', '976', '4239', '2682', '55636', '53573', '237370']",F. Gary Gray,key110 key387 key477 key720 key1201 key1262 key1321 key1552 key2157 key3713 key8430 key9714 key9728 key9748 key9826 key10051 key10476 key10604 key12391 key12670 key14601 key15234 key15300 key15483 key158584 key159510 key159511 key177958 gen28 gen80 act13240 act6885 act819 act13922 act976 act4239 act2682 act55636 act53573 act237370  f.garygray,6.35
[28],294254,"[818, 836, 2158, 4458, 4565, 4884, 10562, 10685, 12377, 14527, 14673, 18034, 41412, 162344, 188950, 188957, 204967, 213987, 219843]","Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",113.161483,2015-09-09,132.0,Released,Maze Runner: The Scorch Trials,6.4,3040,"['527393', '115150', '25663', '4808', '49735', '12834', '3127', '1276', '1310760', '1036196']",Wes Ball,key818 key836 key2158 key4458 key4565 key4884 key10562 key10685 key12377 key14527 key14673 key18034 key41412 key162344 key188950 key188957 key204967 key213987 key219843 gen28 act527393 act115150 act25663 act4808 act49735 act12834 act3127 act1276 act1310760 act1036196  wesball,6.28
"[28, 12, 35, 80, 53]",39514,"[591, 4948, 11325, 12355, 18115, 18117, 165909]","When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",41.430245,2010-10-13,111.0,Released,RED,6.6,2808,"['62', '6949', '15735', '18248', '1372', '3037', '1736', '192', '1248', '7502']",Robert Schwentke,key591 key4948 key11325 key12355 key18115 key18117 key165909 gen28 gen12 gen35 gen80 gen53 act62 act6949 act15735 act18248 act1372 act3037 act1736 act192 act1248 act7502  robertschwentke,6.4
"[80, 18, 53]",75780,"[818, 1589, 5340, 6149, 180124]","In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",56.868399,2012-12-20,130.0,Released,Jack Reacher,6.3,2998,"['500', '10882', '28633', '35013', '6818', '224181', '1132335', '82631', '53259', '203630']",Christopher Mcquarrie,key818 key1589 key5340 key6149 key180124 gen80 gen18 gen53 act500 act10882 act28633 act35013 act6818 act224181 act1132335 act82631 act53259 act203630  christophermcquarrie,6.22
"[14, 28, 878]",1487,"[4252, 5572, 9665, 9715, 11627, 12208, 15001, 156174, 174406, 174413, 179431]","In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",47.479755,2004-04-02,122.0,Released,Hellboy,6.5,2225,"['2372', '11826', '17283', '5049', '4175', '10841', '12359', '66268', '66269', '17199']",Guillermo Del Toro,key4252 key5572 key9665 key9715 key11627 key12208 key15001 key156174 key174406 key174413 key179431 gen14 gen28 gen878 act2372 act11826 act17283 act5049 act4175 act10841 act12359 act66268 act66269 act17199  guillermodeltoro,6.32
"[12, 16, 35, 10751, 14]",137106,"[494, 5376, 6054, 9977, 10324, 10542, 13072, 163455, 179431, 204035, 210090, 230775]","An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",59.547928,2014-02-06,100.0,Released,The Lego Movie,7.5,3070,"['73457', '23659', '9281', '21200', '17039', '88029', '95101', '3896', '192', '38673']",Phil Lord,key494 key5376 key6054 key9977 key10324 key10542 key13072 key163455 key179431 key204035 key210090 key230775 gen12 gen16 gen35 gen10751 gen14 act73457 act23659 act9281 act21200 act17039 act88029 act95101 act3896 act192 act38673  phillord,6.97
"[28, 12, 35]",293660,"[2095, 3070, 8828, 9715, 9717, 11687, 179430, 179431, 223060]","Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",514.569956,2016-02-09,108.0,Released,Deadpool,7.4,10995,"['10859', '54882', '1047649', '51990', '78452', '122750', '1492326', '1109702', '15032', '80507']",Tim Miller,key2095 key3070 key8828 key9715 key9717 key11687 key179430 key179431 key223060 gen28 gen12 gen35 act10859 act54882 act1047649 act51990 act78452 act122750 act1492326 act1109702 act15032 act80507  timmiller,7.21
"[10752, 28]",190859,"[1589, 5565, 5939, 11219, 33564]","U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",87.53437,2014-12-11,133.0,Released,American Sniper,7.4,4469,"['51329', '23459', '59219', '1530518', '163139', '169334', '1530524', '549063', '1259732', '17194']",Clint Eastwood,key1589 key5565 key5939 key11219 key33564 gen10752 gen28 act51329 act23459 act59219 act1530518 act163139 act169334 act1530524 act549063 act1259732 act17194  clinteastwood,7.02
"[35, 18, 10749]",13,"[422, 458, 791, 795, 818, 2956, 2957, 6054, 9673, 10235, 10624, 157499, 162365, 162934, 166980, 180204, 187844, 208143, 215492]","A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",138.133331,1994-07-06,142.0,Released,Forrest Gump,8.2,7927,"['31', '32', '33', '34', '35', '37821', '204997', '9640', '6751', '37825']",Robert Zemeckis,key422 key458 key791 key795 key818 key2956 key2957 key6054 key9673 key10235 key10624 key157499 key162365 key162934 key166980 key180204 key187844 key208143 key215492 gen35 gen18 gen10749 act31 act32 act33 act34 act35 act37821 act204997 act9640 act6751 act37825  robertzemeckis,7.8
"[28, 18, 53]",109424,"[3799, 4245, 4265, 5420, 11221, 12987, 12988, 13015, 15248, 155238, 158022, 167843, 195737, 195739, 195741]","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",52.786917,2013-10-10,134.0,Released,Captain Phillips,7.6,2454,"['31', '2229', '94864', '15824', '75604', '17199', '37204', '37154', '87070', '1261694']",Paul Greengrass,key3799 key4245 key4265 key5420 key11221 key12987 key12988 key13015 key15248 key155238 key158022 key167843 key195737 key195739 key195741 gen28 gen18 gen53 act31 act2229 act94864 act15824 act75604 act17199 act37204 act37154 act87070 act1261694  paulgreengrass,6.95
"[53, 28, 80]",156022,"[417, 782, 1562, 1812, 2708, 2808, 3016, 4426, 7002, 9740, 9748, 9937, 10291, 10292, 13142, 14819, 15048, 15248, 15271, 18420, 162380, 163810, 167104, 167164, 175056, 188955, 209525]","In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",79.922059,2014-09-24,132.0,Released,The Equalizer,7.1,2954,"['5292', '20982', '56734', '35029', '58754', '8984', '6832', '1224149', '1399659', '20563']",Antoine Fuqua,key417 key782 key1562 key1812 key2708 key2808 key3016 key4426 key7002 key9740 key9748 key9937 key10291 key10292 key13142 key14819 key15048 key15248 key15271 key18420 key162380 key163810 key167104 key167164 key175056 key188955 key209525 gen53 gen28 gen80 act5292 act20982 act56734 act35029 act58754 act8984 act6832 act1224149 act1399659 act20563  antoinefuqua,6.71
[18],1402,"[582, 641, 960, 992, 2346, 2981, 3640, 4636, 4671, 5565, 10332, 10631]","The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",80.581367,2006-12-14,117.0,Released,The Pursuit of Happyness,7.7,2525,"['2888', '120724', '9030', '1990', '14852', '29685', '198', '54696', '19981', '33500']",Gabriele Muccino,key582 key641 key960 key992 key2346 key2981 key3640 key4636 key4671 key5565 key10332 key10631 gen18 act2888 act120724 act9030 act1990 act14852 act29685 act198 act54696 act19981 act33500  gabrielemuccino,7.02
"[28, 80]",24,"[233, 732, 779, 780, 1449, 1794, 1938, 3582, 9748, 10292, 10704, 11221, 13027, 18098, 193521]","An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",79.754966,2003-10-10,111.0,Released,Kill Bill: Vol. 1,7.7,4949,"['139', '140', '2535', '589', '141', '147', '2539', '2538', '2537', '240171']",Quentin Tarantino,key233 key732 key779 key780 key1449 key1794 key1938 key3582 key9748 key10292 key10704 key11221 key13027 key18098 key193521 gen28 gen80 act139 act140 act2535 act589 act141 act147 act2539 act2538 act2537 act240171  quentintarantino,7.26
"[28, 80, 53]",393,"[380, 1400, 1908, 2784, 3927, 5600, 6145, 9457, 179430, 179431]","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",50.622607,2004-04-16,136.0,Released,Kill Bill: Vol. 2,7.6,3948,"['139', '141', '589', '147', '240171', '2536', '6585', '34721', '2231', '140']",Quentin Tarantino,key380 key1400 key1908 key2784 key3927 key5600 key6145 key9457 key179430 key179431 gen28 gen80 gen53 act139 act141 act589 act147 act240171 act2536 act6585 act34721 act2231 act140  quentintarantino,7.12
[18],11321,"[4459, 9368, 14743, 33768, 33773, 33774]",An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,41.472404,2008-12-18,123.0,Released,Seven Pounds,7.5,2039,"['2888', '5916', '70304', '57755', '8177', '235547', '12834', '1102', '55258', '54696']",Gabriele Muccino,key4459 key9368 key14743 key33768 key33773 key33774 gen18 act2888 act5916 act70304 act57755 act8177 act235547 act12834 act1102 act55258 act54696  gabrielemuccino,6.83
"[18, 80]",640,"[3202, 5565, 18525, 172889, 177465, 177473, 177482, 214810, 231069]","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",73.944049,2002-12-25,141.0,Released,Catch Me If You Can,7.7,3795,"['6193', '31', '4690', '8349', '136761', '9273', '9274', '1990', '9275', '9276']",Steven Spielberg,key3202 key5565 key18525 key172889 key177465 key177473 key177482 key214810 key231069 gen18 gen80 act6193 act31 act4690 act8349 act136761 act9273 act9274 act1990 act9275 act9276  stevenspielberg,7.17
"[12, 14, 18, 10749]",18239,"[305, 1388, 3133, 12564, 231407]","Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",94.815867,2009-03-15,130.0,Released,The Twilight Saga: New Moon,5.6,2436,"['37917', '11288', '84214', '21029', '45827', '84215', '56857', '53755', '34502', '59252']",Chris Weitz,key305 key1388 key3133 key12564 key231407 gen12 gen14 gen18 gen10749 act37917 act11288 act84214 act21029 act45827 act84215 act56857 act53755 act34502 act59252  chrisweitz,5.81
"[12, 16, 35, 10751, 14]",808,"[2343, 2434, 2596, 3098, 4147, 4158, 6187, 7376, 9755, 187056, 189111]","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",67.298732,2001-05-16,90.0,Released,Shrek,7.3,4056,"['12073', '776', '6941', '12074', '1925', '12075', '12076', '12077', '12078', '12098']",Andrew Adamson,key2343 key2434 key2596 key3098 key4147 key4158 key6187 key7376 key9755 key187056 key189111 gen12 gen16 gen35 gen10751 gen14 act12073 act776 act6941 act12074 act1925 act12075 act12076 act12077 act12078 act12098  andrewadamson,6.92
"[35, 14]",72105,"[6054, 9673, 158162, 187065, 187084]","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",68.87691,2012-06-29,106.0,Released,Ted,6.3,4697,"['13240', '18973', '52139', '74949', '1771', '9657', '59841', '207150', '1204318', '17200']",Seth Macfarlane,key6054 key9673 key158162 key187065 key187084 gen35 gen14 act13240 act18973 act52139 act74949 act1771 act9657 act59841 act207150 act1204318 act17200  sethmacfarlane,6.24
"[53, 878, 9648]",37686,"[1228, 1328, 9951, 10663, 13132, 17994, 179431]","In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",37.069253,2011-06-08,112.0,Released,Super 8,6.6,2435,"['518627', '18050', '518628', '3497', '456066', '12260', '222122', '21089', '11315', '113926']",J.J. Abrams,key1228 key1328 key9951 key10663 key13132 key17994 key179431 gen53 gen878 gen9648 act518627 act18050 act518628 act3497 act456066 act12260 act222122 act21089 act11315 act113926  j.j.abrams,6.38
"[80, 35, 28]",187017,"[6270, 11199, 167541, 179430, 179431]","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",52.380982,2014-06-05,112.0,Released,22 Jump Street,7.0,3319,"['21007', '38673', '54697', '9778', '17039', '53', '71403', '986808', '87295', '1187106']",Phil Lord,key6270 key11199 key167541 key179430 key179431 gen80 gen35 gen28 act21007 act38673 act54697 act9778 act17039 act53 act71403 act986808 act87295 act1187106  phillord,6.68
"[35, 18, 10749]",50646,"[815, 1599, 5809, 9094, 9798, 14532, 14534]","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",37.990705,2011-07-29,118.0,Released,"Crazy, Stupid, Love.",7.0,2443,"['4495', '1231', '30614', '54693', '3141', '4724', '124644', '51297', '125025', '79024']",Glenn Ficarra,key815 key1599 key5809 key9094 key9798 key14532 key14534 gen35 gen18 gen10749 act4495 act1231 act30614 act54693 act3141 act4724 act124644 act51297 act125025 act79024  glennficarra,6.61
"[28, 53, 9648]",225574,"[3800, 10410, 12617, 15156, 155238, 162914, 184297]","Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",83.295796,2014-01-26,106.0,Released,Non-Stop,6.8,2268,"['3896', '1231', '59233', '70904', '77277', '74541', '1267329', '142294', '3900', '74242']",Jaume Collet-Serra,key3800 key10410 key12617 key15156 key155238 key162914 key184297 gen28 gen53 gen9648 act3896 act1231 act59233 act70904 act77277 act74541 act1267329 act142294 act3900 act74242  jaumecollet-serra,6.48
"[28, 53, 14]",752,"[703, 716, 1755, 3099, 3603, 4565, 6086, 7525, 9748, 11476, 13006, 158449, 158456, 161207, 172391, 175949, 189995, 198331, 208647, 208725, 214978, 220888, 221385, 221387]","In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",84.630969,2006-03-15,132.0,Released,V for Vendetta,7.7,4442,"['524', '1331', '9029', '11275', '5049', '11276', '11277', '11278', '11279', '11280']",James Mcteigue,key703 key716 key1755 key3099 key3603 key4565 key6086 key7525 key9748 key11476 key13006 key158449 key158456 key161207 key172391 key175949 key189995 key198331 key208647 key208725 key214978 key220888 key221385 key221387 gen28 gen53 gen14 act524 act1331 act9029 act11275 act5049 act11276 act11277 act11278 act11279 act11280  jamesmcteigue,7.23
